varCode,varLabel,svyCode,fName
cs1aq12_a,Data Entry Clerk Code,ETH-ERSS-11,ETH-ERSS-11/raw/COM/sect1a_com_w1.dta
cs1aq12_b,Data Entry Clerk Date (Day),ETH-ERSS-11,ETH-ERSS-11/raw/COM/sect1a_com_w1.dta
cs1aq12_c,Data Entry Clerk Date (Month),ETH-ERSS-11,ETH-ERSS-11/raw/COM/sect1a_com_w1.dta
cs1aq12_d,Data Entry Clerk Date (Year),ETH-ERSS-11,ETH-ERSS-11/raw/COM/sect1a_com_w1.dta
cs1aq13_a,Data Verifier Code,ETH-ERSS-11,ETH-ERSS-11/raw/COM/sect1a_com_w1.dta
cs1aq13_b,Data Verifier Date (Day),ETH-ERSS-11,ETH-ERSS-11/raw/COM/sect1a_com_w1.dta
cs1aq13_c,Data Verifier Date (Month),ETH-ERSS-11,ETH-ERSS-11/raw/COM/sect1a_com_w1.dta
cs1aq13_d,Data Verifier Date (Year),ETH-ERSS-11,ETH-ERSS-11/raw/COM/sect1a_com_w1.dta
household_id,Household ID unique,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
ea_id,Enumeration Area ID Unique,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
rural,EA rural urban indicator,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
pw,household sample weight,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
saq01,Region Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
saq02,Zone Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
saq03,Woreda Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
saq04,Town Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
saq05,Subcity Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
saq06,Kebele/FA Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
saq07,EA,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
saq08,Household ID,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq09,Household Size,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq13_a,Date of First Interview (Day),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq13_b,Date of First Interview (Month),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq13_c,Date of First Interview (Year),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq14_a,Time of First Interview Start (Hour),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq14_b,Time of First Interview Start (Minute),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq15_a,Time of First Interview End (Hour),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq15_b,Time of First Interview End (Minute),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq16_a,Missing / Incomplete Sections 1st Interview (Section A),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq16_b,Missing / Incomplete Sections 1st Interview (Section 1),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq16_c,Missing / Incomplete Sections 1st Interview (Section 2),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq16_d,Missing / Incomplete Sections 1st Interview (Section 3),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq16_e,Missing / Incomplete Sections 1st Interview (Section 4),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq16_f,Missing / Incomplete Sections 1st Interview (Section 5),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq16_g,Missing / Incomplete Sections 1st Interview (Section 6),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq16_h,Missing / Incomplete Sections 1st Interview (Section 7),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq16_i,Missing / Incomplete Sections 1st Interview (Section 8),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq16_j,Missing / Incomplete Sections 1st Interview (Section 9),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq16_k,Missing / Incomplete Sections 1st Interview (Section 10),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq16_l,Missing / Incomplete Sections 1st Interview (Section 11),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq16_m,Missing / Incomplete Sections 1st Interview (Section 12),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq16_n,Missing / Incomplete Sections 1st Interview (Section 13),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq16_o,Missing / Incomplete Sections 1st Interview (Section 14),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq16_p,Missing / Incomplete Sections 1st Interview (Section 15),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq17_a,Date of Second Interview (Day),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq17_b,Date of Second Interview (Month),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq17_c,Date of Second Interview (Year),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq18_a,Time of Second Interview Start (Hour),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq18_b,Time of Second Interview Start (Minute),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq19_a,Time of Second Interview End (Hour),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq19_b,Time of Second Interview End (Minute),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq20_a,Missing / Incomplete Sections 2nd Interview (Section A),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq20_b,Missing / Incomplete Sections 2nd Interview (Section 1),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq20_c,Missing / Incomplete Sections 2nd Interview (Section 2),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq20_d,Missing / Incomplete Sections 2nd Interview (Section 3),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq20_e,Missing / Incomplete Sections 2nd Interview (Section 4),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq20_f,Missing / Incomplete Sections 2nd Interview (Section 5),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq20_g,Missing / Incomplete Sections 2nd Interview (Section 6),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq20_h,Missing / Incomplete Sections 2nd Interview (Section 7),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq20_i,Missing / Incomplete Sections 2nd Interview (Section 8),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq20_j,Missing / Incomplete Sections 2nd Interview (Section 9),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq20_k,Missing / Incomplete Sections 2nd Interview (Section 10),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq20_l,Missing / Incomplete Sections 2nd Interview (Section 11),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq20_m,Missing / Incomplete Sections 2nd Interview (Section 12),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq20_n,Missing / Incomplete Sections 2nd Interview (Section 13),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq20_o,Missing / Incomplete Sections 2nd Interview (Section 14),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq20_p,Missing / Incomplete Sections 2nd Interview (Section 15),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq21_a,Date of Third Interview (Day),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq21_b,Date of Third Interview (Month),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq21_c,Date of Third Interview (Year),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq22_a,Time of Third Interview Start (Hour),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq22_b,Time of Third Interview Start (Minute),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq23_a,Time of Third Interview End (Hour),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq23_b,Time of Third Interview End (Minute),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq24_a,Missing / Incomplete Sections 3rd Interview (Section A),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq24_b,Missing / Incomplete Sections 3rd Interview (Section 1),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq24_c,Missing / Incomplete Sections 3rd Interview (Section 2),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq24_d,Missing / Incomplete Sections 3rd Interview (Section 3),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq24_e,Missing / Incomplete Sections 3rd Interview (Section 4),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq24_f,Missing / Incomplete Sections 3rd Interview (Section 5),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq24_g,Missing / Incomplete Sections 3rd Interview (Section 6),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq24_h,Missing / Incomplete Sections 3rd Interview (Section 7),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq24_i,Missing / Incomplete Sections 3rd Interview (Section 8),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq24_j,Missing / Incomplete Sections 3rd Interview (Section 9),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq24_k,Missing / Incomplete Sections 3rd Interview (Section 10),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq24_l,Missing / Incomplete Sections 3rd Interview (Section 11),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq24_m,Missing / Incomplete Sections 3rd Interview (Section 12),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq24_n,Missing / Incomplete Sections 3rd Interview (Section 13),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq24_o,Missing / Incomplete Sections 3rd Interview (Section 14),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq24_p,Missing / Incomplete Sections 3rd Interview (Section 15),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq26_a,Enumerator Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq26_b,Enumerator Date (Day),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq26_c,Enumerator Date (Month),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq26_d,Enumerator Date (Year),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq27_a,Supervisor Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq27_b,Supervisor Date (Day),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq27_c,Supervisor Date (Month),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq27_d,Supervisor Date (Year),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq28_a,Coordinator/Statistician Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq28_b,Coordinator/Statistician Date (Day),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq28_c,Coordinator/Statistician Date (Month),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq28_d,Coordinator/Statistician Date (Year),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq29_a,Data Editor 1 Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq29_b,Data Editor 1 Date (Day),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq29_c,Data Editor 1 Date (Month),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq29_d,Data Editor 1 Date (Year),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq30_a,Data Editor 2 Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq30_b,Data Editor 2 Date (Day),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq30_c,Date Editor 2 Date (Month),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq30_d,Data Editor 2 Date (Year),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq31_a,Data Entry Clerk Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq31_b,Data Entry Clerk Date (Day),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq31_c,Data Entry Clerk Date (Month),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq31_d,Data Entry Clerk Date (Year),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq32_a,Data Verifier Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq32_b,Data Verifier Date (Day),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq32_c,Data Verifier Date (Month),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq32_d,Data Verifier Date (Year),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq33_a,Status of Questionnaire,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
hh_saq33_b,Status of Data Entry,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect_cover_hh_w1.dta
household_id,Household ID unique,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
individual_id,Individual ID,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
ea_id,EA ID,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
rural,EA rural urban indicator,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
pw,household sample weight,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
saq01,Region Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
saq02,Zone Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
saq03,Woreda Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
saq04,Town Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
saq05,Subcity Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
saq06,Kebele/FA Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
saq07,EA CODE in the Kebele,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
saq08,Household ID Code in the EA,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
hh_s1q00,HH Member ID Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
hh_s1q02,HH Member Relationship to HH Head,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
hh_s1q03,What is the sex of [Name]?,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
hh_s1q04_a,How old is [Name]? (Years),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
hh_s1q04_b,How old is [Name]? (Months),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
hh_s1q05,For how many months during the last 12 months was [Name] way from the HH?,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
hh_s1q06,Is respondent 10 years or older?,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
hh_s1q07,What is [Name]'s main religion?,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
hh_s1q08,What is [Name]'s marital status?,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
hh_s1q09,Does [Name]'s spouse/partner live in this household now?,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
hh_s1q10,ID Code of spouse,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
hh_s1q11,In what region were you born?,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
hh_s1q12,Does [Name]'s biological father live in the HH?,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
hh_s1q13,Father's Roster ID,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
hh_s1q14,Is [Name]'s biological father alive?,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
hh_s1q15,What is/was [Name]'s biological father's highest educational level completed?,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
hh_s1q16,Does [Name]'s biological mother live in this HH?,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
hh_s1q17,Mother's Roster ID Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
hh_s1q18,Is [Name]'s biological mother alive?,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
hh_s1q19,What is/was [name]'s biological mother's highest education level completed?,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
hh_s1q20,What is/was [NAME]'s biological father's main industry of occupation?,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
hh_s1q21,What is/was [NAME]'s biological mother's main industry of occupation?,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect1_hh_w1.dta
household_id,Household ID,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect10_hh_w1.dta
ea_id,EA ID,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect10_hh_w1.dta
rural,EA rural urban indicator,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect10_hh_w1.dta
pw,household sample weight,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect10_hh_w1.dta
saq01,Region Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect10_hh_w1.dta
saq02,Zone Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect10_hh_w1.dta
saq03,Woreda Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect10_hh_w1.dta
saq04,Town Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect10_hh_w1.dta
saq05,Subcity Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect10_hh_w1.dta
saq06,Kebele/FA Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect10_hh_w1.dta
saq07,EA,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect10_hh_w1.dta
saq08,Household ID,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect10_hh_w1.dta
hh_s10q00,Item Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect10_hh_w1.dta
hh_s10q0a,Item Description,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect10_hh_w1.dta
hh_s10q01,How many of this [item] does your household own?,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect10_hh_w1.dta
hh_s10q02_a,Who in the housheold owns the [item]? (HH ID Code #1),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect10_hh_w1.dta
hh_s10q02_b,Who in the household owns the [item]? (HH ID Code #2),ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect10_hh_w1.dta
household_id,Household ID,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect11a_hh_w1.dta
ea_id,EA ID,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect11a_hh_w1.dta
rural,EA rural urban indicator,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect11a_hh_w1.dta
pw,household sample weight,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect11a_hh_w1.dta
saq01,Region Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect11a_hh_w1.dta
saq02,Zone Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect11a_hh_w1.dta
saq03,Woreda Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect11a_hh_w1.dta
saq04,Town Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect11a_hh_w1.dta
saq05,Subcity Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect11a_hh_w1.dta
saq06,Kebele/FA Code,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect11a_hh_w1.dta
saq07,EA,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect11a_hh_w1.dta
saq08,Household ID,ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect11a_hh_w1.dta
hh_s11aq01,"Over the past 12 months, has anyone in this HH (owned a non-agriculture business",ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect11a_hh_w1.dta
hh_s11aq02,"Over the past 12 months, has anyone in this HH (processed and sold any agricultu",ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect11a_hh_w1.dta
hh_s11aq03,"Over the past 12 months, has anyone in this HH (owned a trading business on a st",ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect11a_hh_w1.dta
hh_s11aq04,"Over the past 12 months, has anyone in this HH (offered any services or sold any",ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect11a_hh_w1.dta
hh_s11aq05,"Over the past 12 months, has anyone in this HH (owned a professional office or o",ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect11a_hh_w1.dta
hh_s11aq06,"Over the past 12 months, has anyone in this HH (driven a household-owned taxi or",ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect11a_hh_w1.dta
hh_s11aq07,"Over the past 12 months, has anyone in this HH (owned a bar or restaurant)?",ETH-ERSS-11,ETH-ERSS-11/raw/HH/sect11a_hh_w1.dta
